session_id,project_id,quest_name,quest_id,user_id,user_sex,user_status,user_age,q_name,q_id,order,dv,starttime,endtime
147453,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124361,male,test,,MDEES_28_S,92860908,28,,21/02/2024 12:11,21/02/2024 12:11
147453,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124361,male,test,,MDEES_29_PS,92860909,29,,21/02/2024 12:11,21/02/2024 12:11
147453,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124361,male,test,,MDEES_30_PS,92860910,30,,21/02/2024 12:11,21/02/2024 12:11
147453,1106,Measure of State Empathy,7472,124361,male,test,,MSE_1,92861225,1,,21/02/2024 12:11,21/02/2024 12:11
147453,1106,Measure of State Empathy,7472,124361,male,test,,MSE_2,92861226,2,,21/02/2024 12:11,21/02/2024 12:11
147453,1106,Measure of State Empathy,7472,124361,male,test,,MSE_3,92861227,3,,21/02/2024 12:11,21/02/2024 12:11
147453,1106,Measure of State Empathy,7472,124361,male,test,,MSE_4,92861228,4,,21/02/2024 12:11,21/02/2024 12:11
147453,1106,Measure of State Empathy,7472,124361,male,test,,MSE_5,92861229,5,,21/02/2024 12:11,21/02/2024 12:11
147453,1106,Measure of State Empathy,7472,124361,male,test,,MSE_6,92861230,6,,21/02/2024 12:11,21/02/2024 12:11
147453,1106,Measure of State Empathy,7472,124361,male,test,,MSE_7,92861231,7,,21/02/2024 12:11,21/02/2024 12:11
147453,1106,Measure of State Empathy,7472,124361,male,test,,MSE_8,92861232,8,,21/02/2024 12:11,21/02/2024 12:11
147453,1106,Measure of State Empathy,7472,124361,male,test,,MSE_9,92861233,9,,21/02/2024 12:11,21/02/2024 12:11
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_1_RC,92860881,1,Strongly Disagree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_2_NA,92860882,2,Slightly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_3_S,92860883,3,Strongly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_4_EA,92860884,4,Strongly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_5_S,92860885,5,Slightly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_6_S,92860886,6,Slightly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_7_NA,92860887,7,Neutral,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_8_S,92860888,8,Slightly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_9_EA,92860889,9,Strongly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_10_FFS,92860890,10,Neutral,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_11_EC,92860891,11,Slightly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_12_S,92860892,12,Strongly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_13_EA,92860893,13,Slightly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_14_PS,92860894,14,Slightly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_15_FFS,92860895,15,Slightly Disagree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_16_FFS,92860896,16,Slightly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_17_EC,92860897,17,Strongly Disagree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_18_S,92860898,18,Strongly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_19_NA,92860899,19,Strongly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_20_RC,92860900,20,Slightly Disagree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_21_FFS,92860901,21,Slightly Disagree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_22_PS,92860902,22,Slightly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_23_PS,92860903,23,Slightly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_24_S,92860904,24,Slightly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_25_RC,92860905,25,Slightly Disagree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_26_NA,92860906,26,Slightly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_27_EA,92860907,27,Strongly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_28_S,92860908,28,Slightly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_29_PS,92860909,29,Strongly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124513,male,test,28,MDEES_30_PS,92860910,30,Slightly Agree,25/02/2024 12:58,25/02/2024 13:01
147674,1106,Measure of State Empathy,7472,124513,male,test,28,MSE_1,92861225,1,4,25/02/2024 13:15,25/02/2024 13:18
147674,1106,Measure of State Empathy,7472,124513,male,test,28,MSE_2,92861226,2,4,25/02/2024 13:15,25/02/2024 13:18
147674,1106,Measure of State Empathy,7472,124513,male,test,28,MSE_3,92861227,3,5,25/02/2024 13:15,25/02/2024 13:18
147674,1106,Measure of State Empathy,7472,124513,male,test,28,MSE_4,92861228,4,5,25/02/2024 13:15,25/02/2024 13:18
147674,1106,Measure of State Empathy,7472,124513,male,test,28,MSE_5,92861229,5,5,25/02/2024 13:15,25/02/2024 13:18
147674,1106,Measure of State Empathy,7472,124513,male,test,28,MSE_6,92861230,6,4,25/02/2024 13:15,25/02/2024 13:18
147674,1106,Measure of State Empathy,7472,124513,male,test,28,MSE_7,92861231,7,5,25/02/2024 13:15,25/02/2024 13:18
147674,1106,Measure of State Empathy,7472,124513,male,test,28,MSE_8,92861232,8,5,25/02/2024 13:15,25/02/2024 13:18
147674,1106,Measure of State Empathy,7472,124513,male,test,28,MSE_9,92861233,9,5,25/02/2024 13:15,25/02/2024 13:18
147847,1106,Participant ID,7716,124682,female,test,24,participant_id,92863857,1,3,28/02/2024 20:10,28/02/2024 20:11
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_1_RC,92860881,1,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_2_NA,92860882,2,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_3_S,92860883,3,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_4_EA,92860884,4,Strongly Disagree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_5_S,92860885,5,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_6_S,92860886,6,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_7_NA,92860887,7,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_8_S,92860888,8,Neutral,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_9_EA,92860889,9,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_10_FFS,92860890,10,Slightly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_11_EC,92860891,11,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_12_S,92860892,12,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_13_EA,92860893,13,Slightly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_14_PS,92860894,14,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_15_FFS,92860895,15,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_16_FFS,92860896,16,Slightly Disagree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_17_EC,92860897,17,Neutral,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_18_S,92860898,18,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_19_NA,92860899,19,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_20_RC,92860900,20,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_21_FFS,92860901,21,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_22_PS,92860902,22,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_23_PS,92860903,23,Slightly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_24_S,92860904,24,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_25_RC,92860905,25,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_26_NA,92860906,26,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_27_EA,92860907,27,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_28_S,92860908,28,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_29_PS,92860909,29,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124682,female,test,24,MDEES_30_PS,92860910,30,Strongly Agree,28/02/2024 20:11,28/02/2024 20:15
147847,1106,Measure of State Empathy,7472,124682,female,test,24,MSE_1,92861225,1,5,28/02/2024 20:26,28/02/2024 20:28
147847,1106,Measure of State Empathy,7472,124682,female,test,24,MSE_2,92861226,2,5,28/02/2024 20:26,28/02/2024 20:28
147847,1106,Measure of State Empathy,7472,124682,female,test,24,MSE_3,92861227,3,5,28/02/2024 20:26,28/02/2024 20:28
147847,1106,Measure of State Empathy,7472,124682,female,test,24,MSE_4,92861228,4,7,28/02/2024 20:26,28/02/2024 20:28
147847,1106,Measure of State Empathy,7472,124682,female,test,24,MSE_5,92861229,5,7,28/02/2024 20:26,28/02/2024 20:28
147847,1106,Measure of State Empathy,7472,124682,female,test,24,MSE_6,92861230,6,5,28/02/2024 20:26,28/02/2024 20:28
147847,1106,Measure of State Empathy,7472,124682,female,test,24,MSE_7,92861231,7,7,28/02/2024 20:26,28/02/2024 20:28
147847,1106,Measure of State Empathy,7472,124682,female,test,24,MSE_8,92861232,8,5,28/02/2024 20:26,28/02/2024 20:28
147847,1106,Measure of State Empathy,7472,124682,female,test,24,MSE_9,92861233,9,5,28/02/2024 20:26,28/02/2024 20:28
148117,1106,Participant ID,7716,124835,female,test,58,participant_id,92863857,1,4,05/04/2024 18:43,05/04/2024 18:43
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_1_RC,92860881,1,Neutral,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_2_NA,92860882,2,Strongly Agree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_3_S,92860883,3,Strongly Agree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_4_EA,92860884,4,Slightly Disagree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_5_S,92860885,5,Strongly Agree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_6_S,92860886,6,Strongly Agree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_7_NA,92860887,7,Strongly Agree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_8_S,92860888,8,Strongly Agree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_9_EA,92860889,9,Strongly Disagree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_10_FFS,92860890,10,,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_11_EC,92860891,11,Slightly Agree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_12_S,92860892,12,Strongly Agree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_13_EA,92860893,13,Strongly Agree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_14_PS,92860894,14,Strongly Agree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_15_FFS,92860895,15,Neutral,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_16_FFS,92860896,16,Strongly Disagree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_17_EC,92860897,17,Slightly Agree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_18_S,92860898,18,Strongly Agree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_19_NA,92860899,19,Strongly Agree,05/04/2024 18:43,05/04/2024 18:46
148117,1106,Multi-Dimensional Emotional Empathy Scale (MDEES),7459,124835,female,test,58,MDEES_20_RC,92860900,20,Slightly Agree,05/04/2024 18:43,05/04/2024 18:46
